text	masks_stance	masks_argument	quarantine_stance	quarantine_argument	vaccines_stance	vaccines_argument
К тому цену на маски 50 руб. Это уже дорого.	1	1	-1	-1	-1	-1
Уважаемая, Вы в курсе дефицита медицинских масок?	1	1	-1	-1	-1	-1
Надевайте и снимайте маску, дотрагиваясь только до резинок.	1	1	-1	-1	-1	-1
Люди неделями носят одну и ту же маску, хранят ее в карманах, трогают за любые места, а выкидывают просто в урну на улице.	1	1	-1	-1	-1	-1
Человек без маски для них — убийца, а масочник, не менявший маску в течение трех месяцев — самый заботливый в мире друг.	1	1	-1	-1	-1	-1
У масок есть совершенно четкие правила ношения.	1	1	-1	-1	-1	-1
Монголы на удивление себе и всему миру оказались законопослушны, сплочённы и социально  улице, магазинах,  учреждениях - все в масках, без масок  просто нигде не  заседает в масках, дикторы ТВ -в масках, продавцы и т.д.- все в масках.	1	1	-1	-1	-1	-1
О масках кстати , в Саратове масок уже полторы недели нет) Не ясная ситуация	1	1	-1	-1	-1	-1
], скажите, пожалуйста, а что насчёт цен на маски?	1	1	-1	-1	-1	-1
[USER], такое же исследование проводили по заказу CDC и результат получился тот же -  85% инфицированых носили маски.	1	1	-1	-1	-1	-1
Терять то нечего, а на дворе весна... Молодые в масках ходят, а вы хоть одного старика в маске видели?	1	1	-1	-1	-1	-1
Придет конец весны, скажут до конца лета  А потом маски пришьют к ушам  Чтобы вечно глупый народ в намордниках ходил По моему уже идёт какой-то социальный эксперимент властей до какой степени можно из людей сделать послушное стадо	0	1	-1	-1	-1	-1
Неужели так сложно одеть маску, перчатки.	1	1	-1	-1	-1	-1
Наличие противопоказаний исключает обязательность ношения масок всеми гражданами.	2	1	-1	-1	-1	-1
[USER], может он ещё и одноразовую маску носит	1	1	-1	-1	-1	-1
Чтобы не хватало коек надо сначала всех положить на койки с простудой и гриппом рядом с ковидными и будет массовое заражение, потом надо врачей изматывать в защитных костюмах и масках сутками и будут болеть врачи.	1	1	-1	-1	-1	-1
На маске иммунная система не работает в человеческой мокроте.	1	1	-1	-1	-1	-1
[USER], маски давно и сами добровольно одевали, вспомните майдан... прям с удовольствием.	1	1	-1	-1	-1	-1
У нас ходят в масках но очень очень мало народа.	1	1	-1	-1	-1	-1
[USER], ты тупой троль и рожу боишься прочишь под маской, чтобы не встретили и не разбили тупое рыло, а мозговой короно вирус это у тебя и анализов не надо!!	1	1	-1	-1	-1	-1
В тверской области масок нет, школы работают, сады  в списках заражения Твери нет... у нас нет заболевших?	1	1	-1	-1	-1	-1
Ну или в конце концов вынести мусор, погулять с собакой и т.д... Конечно на всякий случай надев медицинскую маску.	1	1	-1	-1	-1	-1
Пусть правду говорят и обеспечат все аптеки масками.	1	1	-1	-1	-1	-1
Теперь к маскам, надо будет и презики одевать, будут останавливать и проверять	1	1	-1	-1	-1	-1
Вон, машины ездят и люди ходят, даже без масок.	2	1	-1	-1	-1	-1
[USER], люди не успели закупиться , вы знаете хоть 1го кто закупил много масок и сидит ?	1	1	-1	-1	-1	-1
Сегодня пришлось выйти за продуктами и очень порадовалась за людей; многие уже в масках, в перчатках, держат дистанцию, а в Дикси даже метки на полу, чтобы не теснится, а ведь даже до всех этих событий, многие забыли обращаясь к постороннему человеку о такой вещи, как личное пространство( мне это очень знакомо, как консультанту) поэтому лично я ничего плохого не вижу в изоляции.	2	1	-1	-1	-1	-1
( Источник )  Обзор, проведенный немецким профессором вирусологии, эпидемиологии и гигиены в августе 2020 года, показал, что нет никаких доказательств эффективности тканевых масок для лица и что неправильное ежедневное использование масок населением может фактически привести к увеличению числа инфекций.	0	0	-1	-1	-1	-1
( Источник )  Кокрановский обзор (препринт), проведенный в апреле 2020 года, показал, что маски для лица не снижают количество случаев гриппоподобных заболеваний (ГПЗ) ни среди населения в целом, ни среди медицинских работников.	0	1	-1	-1	-1	-1
Вчера в автобусе половина пассажиров старики и старушки, и все без масок	2	1	-1	-1	-1	-1
[USER], лучше пол страны обеспечит масками и другими противовирусные, а не Италию спасать.	2	1	-1	-1	-1	-1
Скажу вам по секрету, как человек который неоднократно в Китае бывал, там маски носят и без всяких вирусов, может не так массово, но там это прям традиция.	1	1	-1	-1	-1	-1
Масками хотя бы для начала обеспечите замечательные	1	1	-1	-1	-1	-1
Я обязательно надеваю маску в общественных местах, тем более, что она защищает не только от короновируса, но и от штрафов и агрессии людей (которые, как правило, не вдумываются в смысл слов и событий, что очень жаль)	2	2	-1	-1	-1	-1
Самое доступное и простое средство снять маски с перчатками и больше быть на свежем воздухе.	2	1	-1	-1	-1	-1
], т.е. в школе ребенок должен проводить в маске 6-7 часов?	1	1	-1	-1	-1	-1
Надо срочно всем маски носить , а то идешь в магазин ни одной души  в маске.я считаю чтт прям надо ужисточить меры и одевать маску.	1	1	-1	-1	-1	-1
В Москве ни одного не видела .сами зашли в масках в магазин на нас как на дураков смотрят	1	1	-1	-1	-1	-1
Маску не носил, социальную дистанцию не соблюдал.	1	1	-1	-1	-1	-1
Может быть к референдуму в аптеках нашего поселка таки появятся маски?	1	1	-1	-1	-1	-1
Ага... особенно преуспели в производстве масок	1	1	-1	-1	-1	-1
Не хочешь носить маску, будь добр иди пешком или на велосипеде	1	1	-1	-1	-1	-1
А Россия передала маски Италии- передасты	1	1	-1	-1	-1	-1
Маски ввели , самоизоляцию ввели - власть плохая , а если бы ничего не стали делать и рухнули бы все мед. учреждения и трупов было бы много - власть опять была бы плохая, нашему человеку не угодишь.	1	1	-1	-1	-1	-1
[USER], вот именно , проще надеть маску, чем портить настроение продавцам или кондукторам или работникам метро.	1	1	-1	-1	-1	-1
[USER], что поделаешь , если человек свинья, маска грязная, на улице бросают, может и не моется .	1	1	-1	-1	-1	-1
Мне нравится как американцы объединятся с ЕС, воруя   маски у Чехии!	1	1	-1	-1	-1	-1
[USER], В Набережных Челнах уже три месяца масок вообще нет в аптеках , антисептики разобрали ещё в декабре, а маски за сутки куда то делись и что интересно ажиатажа то не было в их покупке народом, они просто с аптек исчезли и всё, специально спланированный дефицит, появятся потом в разы дороже	1	1	-1	-1	-1	-1
[USER], в Челнах вообще нет аппаратов ИВЛ их на город пять штук , и тоже нет ни спецодежды, ни масок , ничего , что будет через пару недель это представить страшно, любители попутешествовать тоже вернулись и к нам и вот типо на карантине , но гуляют , будет реально вспышка , люди не понимают всей серьезности , как это страшно, дома посидеть не могут , прям злости не хватает , медицина , я скажу на низком уровне здесь, никому мы не нужны	-1	-1	1	1	-1	-1
- При этом МАСКА НЕ СПАСАЕТ ОТ ВИРУСА, как такового, не способна задержать каждую микроскопическую вирусную частицу.	0	0	-1	-1	-1	-1
Бумажная маска не защитит вас от коронавируса, уж поверьте.	1	1	-1	-1	-1	-1
Во всех Странах мира все в масках, а нашим по  не шутки.	1	1	-1	-1	-1	-1
Опять же маска не даёт лишний раз трогать лицо- переносить на слизистые вирус	2	1	-1	-1	-1	-1
"[USER], этот вопрос надо еще задать нашим ""борцунам"" за народ Навальному, Амнуэлю, Ахеджаковой, Гозману, Собчак т далее по  хоть одну пачку масок купили, не говорю за  легких, народу за который они ""радеют"" день и  покажут пример., Спасут народ в первую, а не в последнюю  надейтесь, их работа плясать на горе."	1	0	-1	-1	-1	-1
Очки маски шапочка на людях этот весь запаян в скафандр не одного открытого участка кожи  и маска совсем не респиратор	1	1	-1	-1	-1	-1
[USER], достала маски из аптечки , покупала в 2017 г. 4 штуки цена 35 р была	1	1	-1	-1	-1	-1
Получается, что маски специально, с какой то адской целью в аптеки не завозят.	1	1	-1	-1	-1	-1
[USER], да, на маски только денег нет для россиян, а так да, красиво	1	1	-1	-1	-1	-1
[USER], всё правильно: - В масках должны быть больные, а наши - здоровые.	2	1	-1	-1	-1	-1
Где был автор статьи в первый месяц самоизоляции, когда медицинские чиновники не допустили продажи масок в аптеках?	1	1	-1	-1	-1	-1
[USER], так просто на улице и не надо маску носить, это даже вредно, особенно в нашем климате	0	0	-1	-1	-1	-1
Здоровым людям маски не нужны они не защищают  от вируса, а способствуют  заболеваниям.	0	0	-1	-1	-1	-1
Хотя число выросло до апрельских значений и в Австрии позавчера снова ввели масочный режим в людных местах, но вчера, как гром среди ясного неба, конституционный суд отменил все штрафы из- за коронавируса и запретил в дальнейшем их взимать с граждан.	2	1	-1	-1	-1	-1
Надо самим соблюдать правила,, надел маску, перчатки, и пошёл, думаете нам нравится ходить в масках, но надо же, будете благорозумны, на  всякий случай,,,	2	1	-1	-1	-1	-1
Но маски не помогут защититься не от одной болезни, это все равно что в качестве контрацепции носок использовать.	0	0	-1	-1	-1	-1
Я в каком то роде начинаю понимать скупщиков, гречки, бумаги, масок.	1	1	-1	-1	-1	-1
Сейчас бы каждому футболисту пожертвовать по миллиону на закупку тех же медикаментов, масок и т.д. - гораздо больше пользы было бы.	1	1	-1	-1	-1	-1
Оказывается, что вместо 10 миллиадов вирусов, с маской можно получить всего 5 миллиардов...	1	1	-1	-1	-1	-1
На копеечные маски денег нет, на перчатки  о тестах взрыднули.	1	1	-1	-1	-1	-1
сторонникам масок советую начать покупать кондалы пока цены на них не выросли...	1	1	-1	-1	-1	-1
В лифте маску,  а в школе, скопление больше 30 человек?	1	1	-1	-1	-1	-1
Сейчас, из-за чекнутых, которые в метро докапываются, начала ходить в маске.	1	1	-1	-1	-1	-1
Я просто работаю в детском учреждении и из за ответственности перед ними  не могу себе позволить не носить маску пока эпидемия не спадет	1	2	-1	-1	-1	-1
обьясните мне тогда выше описанное, обьсните по чему я ходил без маски и перчаток и не заразился	1	1	-1	-1	-1	-1
Так как когда чихаешь или кашляешь, давления создается достаточно, что бы воздух с носителем мог спокойно выйти из боковых незащищенных сторон, т.е. через зазоры между кожей и маской собственно.	2	2	-1	-1	-1	-1
[USER], вот ко мне поза вчера подошли на МЦК, попросили надень маску!	1	1	-1	-1	-1	-1
Работаем в масках, перчатках, облучатель стоит, каждый час обработки.	1	1	-1	-1	-1	-1
[USER], вы будете молодцом, если уговорите этого соседа носить маску, ведь она защищает прежде всего от распространения воздушно-капельной взвеси.	2	2	-1	-1	-1	-1
[USER], есть разные гипоалергенные и не раздражающие маски дабы не появлялись прыщи.	1	1	-1	-1	-1	-1
Это что же, вредительство какое-то, все маски скупили перекупщики ?	1	1	-1	-1	-1	-1
Вообщем, лучше уж в масках и в чем, там ещё  хоть глотать не нужно.	1	1	-1	-1	-1	-1
Не Вы один остаётесь в рабочем состоянии, я работаю в заводской столовой, на мою смену приходится 1000 человек желающих покушать, а меры предосторожности которыми мы оснащены это всего лишь марлевые маски, которые выданы нам на всю рабочую последующую неделю) На дистанционные разметки никто естественно не реагирует.	1	1	-1	-1	-1	-1
[USER], категория граждан, которым противопоказано ношение медицинских масок, — это люди с хронической обструктивной болезнью легких (ХОБЛ).	1	1	-1	-1	-1	-1
вирус с выдыхаемым воздухом также выходит из лёгких, из носа, через все щели маски и места неплотного прилегания, а крупные капли - редкое явление по сравнению с выдохом.	1	1	-1	-1	-1	-1
[USER], ну да, за счет нашего народа  , пока  люди бедные наши уже из трусов пытаются сделать маски	1	1	-1	-1	-1	-1
В нашем городе медики на скорой выезжают без масок включая водителя.	1	1	-1	-1	-1	-1
Медицинская маска бесполезна в качестве защиты носителя от вдыхания бактериальных и вирусных частиц.	0	0	-1	-1	-1	-1
Потому что маска в первую очередь не да?т больному заразить здоровых (вероятность снижается на 95%!	2	2	-1	-1	-1	-1
А сам он, похоже, маску не носил, раз дважды заболел...	1	1	-1	-1	-1	-1
Я больше доверяю профессионалам , всегда носили маски, чтобы  уберечься от вирусов.	0	1	-1	-1	-1	-1
[USER], да те же продавцы сидят в одной маске неделями...	1	1	-1	-1	-1	-1
[USER], у вас под маской помещается весь объём выдыхаемого воздуха и вы его обратно вдыхаете, или как?	1	1	-1	-1	-1	-1
[USER], дерутся не из-за масок, а из-за того что задерживают автобус.	1	1	-1	-1	-1	-1
[USER], я не виду спор с вами по поводу целесообразности маски, я говорю о том что водитель выполняет инструкции, за которые он расписался, и штраф получать из-за ваших убеждений он точно не должен.	1	1	-1	-1	-1	-1
30 миллионов на 130 с небольшим миллионов граждан России, при том, что в сутки необходимо минимум 2 маски.	1	1	-1	-1	-1	-1
О пользе маски для  Здорового человека я от вас второй день жду.	1	1	-1	-1	-1	-1
Сегодня заходила в несколько аптек - масок нет!	1	1	-1	-1	-1	-1
[USER], почему у нас в метро и другой общественный транспорт пускают без масок (кстати в аптеках по  масок нет), почему у метро  идет торговля без каких-либо документов?	1	1	-1	-1	-1	-1
[USER], как маски могут быть самым необходимым))))	2	1	-1	-1	-1	-1
Новый вид бизнеса в будущем, это короли масок и туалетной бумаги	1	1	-1	-1	-1	-1
Вообще с масками людей можно песчитать по пальцам... На дет площадках полно народа также все без масок.	1	1	-1	-1	-1	-1
[USER], у нас в Самарской области есть и все продукты и  маски ( чуть дороже, но они есть) , антисептики тоже продаются.	1	1	-1	-1	-1	-1
Минздрав и остальные источники подтверждают, что от вируса обычные маски не спасут, но рекомендуют все равно их носить.	0	0	-1	-1	-1	-1
"это сколько масок надо купить, если их можно носить 3 часа, да и вообще да если кто то и боится этой ""простуды"" он шарфом обматается раздули из мухи слона, только проблем людям создали..."	1	1	-1	-1	-1	-1
"[USER], кажется к ""масочному министерству"" Всё и идёт."	1	1	-1	-1	-1	-1
Все нажиться решили на горе, маски не помогают, не нужно создавать искусственно ажиотаж	1	1	-1	-1	-1	-1
Правило ношения маски такое же простое, как не пердеть прилюдно.	1	1	-1	-1	-1	-1
Опять же благодаря ношению масок и обработке антисептиком.	1	1	-1	-1	-1	-1
Маски надо правильно носить, а правила элементарные.	2	1	-1	-1	-1	-1
Именно поэтому и нужно носить маски - чтобы снизить уровень потенциального распространения вируса.	2	2	-1	-1	-1	-1
А вы тут устраиваете дискуссию о том, что не нужно маски носить.	1	1	-1	-1	-1	-1
А вот в банках заставляют нарушать и просят на время снять маску!	1	1	-1	-1	-1	-1
ходить с маской от  -это маска, а на то что прикрывает нос и рот тоже маска что ли?	1	1	-1	-1	-1	-1
Осень , люди в масках потеют , простывают сотни , тысячи в день , лечиться негде !	0	1	-1	-1	-1	-1
Медик был без защитного костюма, просто в маске и бахилах.	1	1	-1	-1	-1	-1
В России людей масками не могут обеспечить, ноо..., в другие страны помощь на ура	1	1	-1	-1	-1	-1
Маска выполняет барьерную функцию и без нее ПЫЛЕСБОРНИКОМ является ваш нос.	1	1	-1	-1	-1	-1
[USER], учитывая, что маску нужно менять раз в час, то надо сразу фабрику по пошиву открывать и только этим заниматься сидеть.	1	1	-1	-1	-1	-1
Но опять же в нормальных масках, выполненных по ГОСТу, есть фильтрующий слой мельтблаун.	1	1	-1	-1	-1	-1
Даже в магазин за едой или в аптеку без маски не пускали.	1	1	-1	-1	-1	-1
Обошел все аптеки в своем районе, ни масок, ни антисептиков.	1	1	-1	-1	-1	-1
Я тоже видел в магазинах в наличии, делал заказ, менеджеры перезванивали и говорили, что масок нет, просто с сайта убрать забыли.	1	1	-1	-1	-1	-1
Не против помощи, но свой народ хотя бы сначала масками обеспечьте	1	1	-1	-1	-1	-1
Почему перепечатывая информацию , вы не задаете вопрос губернатору , мэру когда жители смогут приобрести маски и т.д.?	1	1	-1	-1	-1	-1
[USER], дак я и говорю, что маски надо носить всем, а врачи во всю: они не помогают!	2	2	-1	-1	-1	-1
[USER], аааа, то есть в масках все болеющие, я правильно поняла?	2	1	-1	-1	-1	-1
Тогда одеваем маску, ласты, берем подводное противовирусное ружье и вперед!)	1	1	-1	-1	-1	-1
[USER], хз зачем Италии надо помогать и всем остальным тоже, когда у самих ничего нет - ни масок ни антисептиков, ни аппаратов для вентиляции легких в реанимации, ничего !	1	1	-1	-1	-1	-1
А человек может уже болеть ещё раз не понятным))) в течении 21го дня человек может вообще не как не подозревать что он уже болен ходив без маски он тем самым будет заражать других!!!	2	2	-1	-1	-1	-1
[USER], вы можете не носить маску дело ваше, а разве есть гарантии что человек ещё не болен?	1	1	-1	-1	-1	-1
В указе не сказано что мы обязаны носить маски это просто рекомендации	1	1	-1	-1	-1	-1
А у нас все подряд ходят, понапокупали масок, а что толку, если в голове ноль информации как она работает.	0	1	-1	-1	-1	-1
Соблюдайте меры вашу мать, и не гуляйте без масок ёпт...	1	1	-1	-1	-1	-1
[USER], Не имеют права заставлять носить маску, но могут штрафовать за её отсутствие, как нарушения закона.	1	1	-1	-1	-1	-1
Причём ни где, ни на ком нет заявленных масок, нет обещанных санитайзеров.	2	1	-1	-1	-1	-1
в котором просто даже стоять невозможно и дышать тоже, а в маске задохнуться можно.	1	1	-1	-1	-1	-1
[USER], дык у меня истерия тоже отсутствует, и понты с бумажной маской колотить не собираюсь.	0	1	-1	-1	-1	-1
Уже происходит целый шабаш зомби масочников, которые потом сами же и начнут уходить на тот свет из других побочных действий от масок...	1	1	-1	-1	-1	-1
Более того, в федеральном законодательстве нет такого понятия, как “масочный режим”;  9) так же ставим его в известность, что при попытке составления протокола, на него будет написано заявление по данному факту о его некомпетентности, профнепригодности и продублировано в ОСБ, прокуратуру, и его руководству;  10) напоминаем 55 ст. Конституции РФ: в РФ не должны издаваться законы, отменяющие или умаляющие права и свободы человека и гражданина;  11) исполняя незаконное постановление губернатора сотрудниками общ. транспорта нарушаются ст. 14.8.2 КоАП РФ, сотрудниками магазина ст. 426 ГК РФ, в обоих случаях так же 330 УК РФ.	1	1	-1	-1	-1	-1
Здесь написано что из-за своей упертости и любопытства, заболевания будут  видели на этой бабушке маску, я например нет.	2	1	-1	-1	-1	-1
[USER], ну кто-то воздухом дышит, а кто-то своими фантазиями  маску и проводите больше времени вне улицы... Удачи.	1	1	-1	-1	-1	-1
Пандемия закончится, когда из этого проекта высасут всё что можно, окупится масочный завод, закроются школы, добьются максимальной дистанционки, пополнят казну штрафами, греф захватит весь рынок, станет монополистом, ну вот потом, может быть	0	-1	-1	-1	-1	-1
А виноваты будут кафе и отсутствие масок  Ну или мб такси без перегородок, думаю про отдыхающих на пляже уже вряд-ли зайдёт)))	1	1	-1	-1	-1	-1
как уже достали ... Нет масок, нет антисептиков... Да сядь и сделай, за 10 минут, маску, дольше по клавишам стучите, нагоняя страху и паники.	1	1	-1	-1	-1	-1
Вчера ехал в пригородном автобусе в маске.	1	1	-1	-1	-1	-1
Жарили официантку трое без масок вот и результат	1	1	-1	-1	-1	-1
Вы вообще всех бесплатно должны обеспечить лекарствами масками перчатками тех кто верит и пожилой население.	1	1	-1	-1	-1	-1
Или больше нечем объяснить отсутствие этих масок в продаже?	1	1	-1	-1	-1	-1
Ааааааа, так вот почему Путин везде без маски ходит...	1	1	-1	-1	-1	-1
Чем вы грядки покрываете в принципе никого не волнует) вас просят маски носить, где вам ее купить - включите голову	1	1	-1	-1	-1	-1
Специально придумали, чтобы панику вокруг дефицита масок не поднимать.	1	1	-1	-1	-1	-1
В условиях повышенной заболеваемости вирусом от которого нет ещё должного лечения , треста на грани пандемии , Вам имеют право , при неподчинении временным административным мерам вызванными необходимостью, и штраф вписать и маску клеем приклеить .	1	0	-1	-1	-1	-1
[USER], да даже маски бесплатно выдают, а у нас в такой момент и в аптеках их нету!	1	1	-1	-1	-1	-1
А на маску осядет в 1000 раз больше, и эту 1000 раз вы будете постоянно вдыхать в себя.	1	1	-1	-1	-1	-1
Польза от них есть китайцы все поголовно ходили в масках и респираторах это им помогло, их заставляли носить маски , а нам вдруг они не помогут.	0	1	-1	-1	-1	-1
[USER], шейте маски из хб материала их можно стирать и гладить.	1	1	-1	-1	-1	-1
[USER], у него завод по изготовлению масок, ему нужно , чтобы их покупали	1	1	-1	-1	-1	-1
Либо маски не носят, либо носят неправильно.	2	1	-1	-1	-1	-1
Настолько, что было несколько детских смертей из-за того что на физкультуре нельзя было снимать маски.	2	1	-1	-1	-1	-1
неужели иктай не может обеспечить всех бесплатными масками и приборами ?	1	1	-1	-1	-1	-1
А в менздраве не заявили когда в аптеках появятся маски????	1	1	-1	-1	-1	-1
Поскорей бы уже вакцина прошла сертификацию, надоели маски, но без них никуда, иначе легко заразиться.	-1	-1	-1	-1	-1	-1
[USER], Ну паника ни к чему хорошему не приведет, нужно просто осознавать свою персональную ответственность, но маски от болезни увы не помогут, они пропускают воздух.	0	1	-1	-1	-1	-1
Только из-за тех , кто не хочет гробить свое здоровье с помощью масок и перчаток .	0	1	-1	-1	-1	-1
И ГДЭ они , маски Ваши э, вот и сегодня нет в аптеках хотя ужев Башкортостане начали сшить маски но увы...	1	1	-1	-1	-1	-1
Неэээ я видела , по телевизору, когда показывали отправку в Китай гум помощь, там были большие огромные коробки  было крупными буквами МАСКИ это я сама увидела и подумала не дай если нам потребуется, а не будет масок , так оно и вышло , но, на второй день пошла в фармленд и по 5 шт 2 упаковки успела по 68р, вот так а дальше нигде нет!!!	1	1	-1	-1	-1	-1
На руках у задержанного были перчатки, на лице маска.	2	1	-1	-1	-1	-1
[USER], умно, конечно, но попробуйте найти хоть одну маску в городе.	1	1	-1	-1	-1	-1
Появилось куча бесполезного геморроя - типа в обязательном порядке регистрироваться на портале с материалами о короновирусе, читать, потом проходить тесты, на госуслугах какие-то надо данные теперь вносить, масок хватает.	1	0	-1	-1	-1	-1
Выдайте всем маски и загоните по домам под страхом расстрела.	0	1	-1	-1	-1	-1
[USER], ничего подобного инфо о масках была ещё за долго до всей этой эпидемии.	1	1	-1	-1	-1	-1
Только вчера читал, что в Карельской колонии около 14 миллионов масок сшито	1	1	-1	-1	-1	-1
[USER], но, маску лучше носить, это безусловно не призыв, у каждого свое мнение на этот счет	1	1	-1	-1	-1	-1
Лишний раз не ходить в места скопления людей или одеть маску.	2	1	-1	-1	-1	-1
В аптеках нет масок, антисептиков, в некоторых нет даже марли.	1	1	-1	-1	-1	-1
в масках только медработники ходят... на работе... и. у нас, поди не ядерная война и не черезвычайное положение... Зачем фото с людьми в намордниках?	1	1	-1	-1	-1	-1
[USER], вот в китае придумали закрыть границы, передвижение только в масках, и у них нет второй волны, потому как они законопослушны, а из-за таких баранов в России пандемия не закончится(((	0	1	-1	-1	-1	-1
Почему я как пассажир должен стоять и ждать пока кто то выйдет, или еще того хуже предпринимать какие то действия по высадке пассажира без маски, бредятина	1	1	-1	-1	-1	-1
Я написала ровно то, о чем говорят все доктора - маска помогает только не разлетаться слюням/соплям, но она никак не защищает здорового человека от вируса.	0	0	-1	-1	-1	-1
И пошли повторные случаи заболевания, маски тоже не будешь носить вечно.	2	1	-1	-1	-1	-1
Напрямую носить маски он граждан не обязывает.	1	1	-1	-1	-1	-1
Во всех магазина продавцы без масок , на вопрос почему отвечают а нам их не привезли .	1	1	-1	-1	-1	-1
А Путин надел американский костюм и вошел вышел вестибюль показной больнички, где незватает масок и их заставляют шить чуть ли не больных)))	1	1	-1	-1	-1	-1
рассмешили, обошел все аптеки, на входе объявление: масок нет!!	1	1	-1	-1	-1	-1
"Про ""40% выдыхаемой дряни"": можно чаще менять маску и тогда эта ""дрянь"" никак не навредит."	1	1	-1	-1	-1	-1
Отсюда можем сделать вывод, что маски не так уж и вредны.	0	0	-1	-1	-1	-1
Из-за эпидеми икоронавируса в правительстве заговорили о том, что нельзя допусттиь повышения це нна лекарства и медицинские маски.	1	1	-1	-1	-1	-1
Воздух идет по пути наименьшего сопротивления, соответственно дышите через места, где маска не плотно прилегает.	1	1	-1	-1	-1	-1
Почему в аптеке нет масок  странно неужели там везде нет ой	1	1	-1	-1	-1	-1
[USER], успокойтесь , маску  оденьте и перчатки .	1	1	-1	-1	-1	-1
[USER], во первых маска поможет, она даст не стопроцентную защиту, но всё таки хоть какую то	1	1	-1	-1	-1	-1
И писала, я повторяюсь, о тех людях, которые вынуждены носить маски большую часть суток.	0	1	-1	-1	-1	-1
[USER], гаишник с маской ниже подбородка рискует.	1	1	-1	-1	-1	-1
Дают маски бесплатно и 1000 руб на человека	1	1	-1	-1	-1	-1
[USER], производство приостановлено по маскам полностью , поэтому их нет ни где.	1	1	-1	-1	-1	-1
В конституцию поправку забыли внести в маске жрать в маске спать	1	1	-1	-1	-1	-1
"И как кончится ""пандемия"" барановируса, начнут реально умирать люди от всяких ""побочных"" эффектов от ношения масок."	0	-1	-1	-1	-1	-1
Никто не носится в масках и не намывает руки на каждом шагу.	1	1	-1	-1	-1	-1
[USER], знаете, вообще ни разу не лобызалась, сидел коллега в маске даже.	1	1	-1	-1	-1	-1
Маски не везут, зато 2 заражённых привезли.	1	1	-1	-1	-1	-1
[USER], маска обратно выпускает углекислый  , ему негде в маске быть.	1	1	-1	-1	-1	-1
Только маски так и не доходят до наших  ни одноразовых , ни многоразовых	1	1	-1	-1	-1	-1
"блин)надоели""из нас делают стадо""... факт в том , что ковид есть!и, что сложно одеть маску , что бы просто, никого не раздражать ни людей в общественных местах, не ментов, не охранников, не надо покупать, в кармане носи сопливую одну..."	1	2	-1	-1	-1	-1
Тем более, когда человек носит маску, он лишает возможности, иммунитету своего тела, нормально создавать защиту для своего тела же.	2	2	-1	-1	-1	-1
[USER], это вы похоже отупели, если считаете (с воздуха), что хирурги по 10 часов в масках ходят.	1	1	-1	-1	-1	-1
В метро все сотрудники и люди без масок, кондукторы в наземном транспорте тоже, продавцы и просто люди так же.	1	1	-1	-1	-1	-1
[USER], серьезные люди вложили серьезные деньги... Масками сейчас торговать выгоднее, чем героином...	1	1	-1	-1	-1	-1
[USER], Как это не имеет право  иметь полное право потребовать от вас соблюдать правила и хожить в маске в местах определеных правилами	1	1	-1	-1	-1	-1
Только вот я тоже знаю что творится: подъезды не обрабатываются (несмотря на сегодняшние новости, масок и антисептиков нет, такие же соседи не соблюдают никакой дистанции в магазинах и общественных местах).	2	1	-1	-1	-1	-1
Ношу маски месяц и пью водку вечером ежедневно по 50-100 грамм уже месяц, гигиена рук само собой, 30% переболели гриппом или хз чем на работе, я норм) Всем удачи выжить	1	1	-1	-1	-1	-1
Но вот этого бреда с масками, перчатками, штрафами нет, херни этой про пандемию не гонят по ушам	0	1	-1	-1	-1	-1
Маски из марли нашить можно, а вот антисептики нужны	2	1	-1	-1	-1	-1
[USER], у нас в поселке врач приезжает, в костюме , маске, как положено.	1	1	-1	-1	-1	-1
Никто не говорит что маска 100% защищает, доказано уже что на 38% всего, но это тоже защита хоть какая- то от заразных	2	2	-1	-1	-1	-1
А роспотреб надзор не может закупить их больше 10р за маску.	0	1	-1	-1	-1	-1
